BOOKS_AND_REFERENCE,0
BOOKS_AND_REFERENCE,0
FAMILY,1
FAMILY,4
FAMILY,0
TOOLS,17
PERSONALIZATION,25
PRODUCTIVITY,5
FAMILY,2
FAMILY,1
SHOPPING,14
AUTO_AND_VEHICLES,2
WEATHER,11
PERSONALIZATION,3
MEDICAL,24
COMMUNICATION,0
FINANCE,3
PRODUCTIVITY,16
TOOLS,2
AUTO_AND_VEHICLES,0
TOOLS,0
COMICS,5
MEDICAL,5
SOCIAL,2
SHOPPING,13
BUSINESS,0
SHOPPING,3
HEALTH_AND_FITNESS,6
BUSINESS,0
FAMILY,3
WEATHER,0
LIFESTYLE,7
TOOLS,0
COMMUNICATION,0
AUTO_AND_VEHICLES,5
BUSINESS,3
PRODUCTIVITY,0
LIFESTYLE,3
PRODUCTIVITY,1
FAMILY,0
BUSINESS,0
BUSINESS,0
PRODUCTIVITY,1
FINANCE,0
FAMILY,3
SOCIAL,30
TOOLS,3
BUSINESS,3
FINANCE,0
BUSINESS,0
BUSINESS,6
FAMILY,0
BUSINESS,0
TOOLS,12
MEDICAL,0
MEDICAL,0
MEDICAL,0
MEDICAL,1
MEDICAL,0
MEDICAL,1
MEDICAL,0
MEDICAL,1
FAMILY,4
TOOLS,7
MEDICAL,3
MEDICAL,0
MEDICAL,5
COMMUNICATION,4
MEDICAL,1
MEDICAL,0
MEDICAL,2
MEDICAL,0
FAMILY,10
MEDICAL,4
MEDICAL,1
FAMILY,3
MEDICAL,0
MEDICAL,0
MEDICAL,0
FAMILY,2
MEDICAL,3
MEDICAL,0
HEALTH_AND_FITNESS,5
MEDICAL,0
FAMILY,11
MEDICAL,1
TOOLS,0
MEDICAL,0
MEDICAL,5
MEDICAL,0
MEDICAL,0
MEDICAL,0
NEWS_AND_MAGAZINES,43
PRODUCTIVITY,8
TOOLS,26
SOCIAL,3
FAMILY,3
PRODUCTIVITY,3
TOOLS,0
PHOTOGRAPHY,0
FAMILY,71
PHOTOGRAPHY,44
MAPS_AND_NAVIGATION,0
COMMUNICATION,0
NEWS_AND_MAGAZINES,0
FAMILY,31
BOOKS_AND_REFERENCE,12
PHOTOGRAPHY,2
GAME,9
HOUSE_AND_HOME,0
PHOTOGRAPHY,1
VIDEO_PLAYERS,18
SHOPPING,9
FAMILY,1
AUTO_AND_VEHICLES,0
SHOPPING,1
COMMUNICATION,5
LIFESTYLE,2
PERSONALIZATION,21
FAMILY,0
LIFESTYLE,0
LIFESTYLE,0
PERSONALIZATION,5
BOOKS_AND_REFERENCE,1
PERSONALIZATION,2
FOOD_AND_DRINK,0
PERSONALIZATION,4
FAMILY,0
PERSONALIZATION,0
MAPS_AND_NAVIGATION,0
FAMILY,1
PERSONALIZATION,0
PERSONALIZATION,0
NEWS_AND_MAGAZINES,9
FAMILY,2
PERSONALIZATION,1
LIFESTYLE,6
GAME,1
PERSONALIZATION,7
PERSONALIZATION,0
FAMILY,2
PERSONALIZATION,0
PERSONALIZATION,0
PERSONALIZATION,5
PERSONALIZATION,0
FAMILY,2
SOCIAL,0
VIDEO_PLAYERS,23
BUSINESS,0
BUSINESS,0
FAMILY,7
PERSONALIZATION,5
FAMILY,10
PERSONALIZATION,0
FAMILY,1
FAMILY,0
FAMILY,1
BUSINESS,4
TOOLS,0
TOOLS,0
FAMILY,1
FAMILY,28
FAMILY,11
FAMILY,4
PRODUCTIVITY,0
FAMILY,1
SPORTS,0
HEALTH_AND_FITNESS,0
SPORTS,0
NEWS_AND_MAGAZINES,1
LIFESTYLE,0
FOOD_AND_DRINK,0
FAMILY,4
BUSINESS,3
HEALTH_AND_FITNESS,2
NEWS_AND_MAGAZINES,9
FAMILY,0
FAMILY,0
TOOLS,2
TOOLS,9
TOOLS,4
FAMILY,1
NEWS_AND_MAGAZINES,1
FOOD_AND_DRINK,1
GAME,1
COMMUNICATION,1
GAME,8
PRODUCTIVITY,1
BUSINESS,0
TOOLS,0
FAMILY,2
FAMILY,0
GAME,1
BUSINESS,2
PRODUCTIVITY,1
PERSONALIZATION,2
LIFESTYLE,5
LIFESTYLE,10
GAME,7
GAME,0
PERSONALIZATION,9
SHOPPING,2
FAMILY,11
FAMILY,0
PERSONALIZATION,0
FAMILY,0
FAMILY,0
LIFESTYLE,6
PERSONALIZATION,3
FAMILY,0
HEALTH_AND_FITNESS,0
GAME,0
BUSINESS,1
BUSINESS,8
GAME,0
BUSINESS,0
VIDEO_PLAYERS,17
MEDICAL,3
FAMILY,12
FAMILY,13
FINANCE,23
GAME,2
TRAVEL_AND_LOCAL,6
COMMUNICATION,0
TRAVEL_AND_LOCAL,0
FAMILY,1
FAMILY,3
NEWS_AND_MAGAZINES,27
PRODUCTIVITY,0
FAMILY,3
FAMILY,0
SOCIAL,2
FAMILY,31
BOOKS_AND_REFERENCE,5
MAPS_AND_NAVIGATION,0
MEDICAL,8
TRAVEL_AND_LOCAL,7
LIFESTYLE,0
FAMILY,0
FAMILY,1
PHOTOGRAPHY,5
VIDEO_PLAYERS,1
EVENTS,7
TRAVEL_AND_LOCAL,1
BUSINESS,1
MEDICAL,3
FAMILY,4
LIFESTYLE,3
FAMILY,4
BEAUTY,0
FAMILY,1
FAMILY,16
FAMILY,5
MAPS_AND_NAVIGATION,49
SOCIAL,2
FAMILY,12
FAMILY,2
LIFESTYLE,15
COMMUNICATION,6
COMMUNICATION,7
NEWS_AND_MAGAZINES,13
SOCIAL,20
FAMILY,2
LIFESTYLE,0
LIFESTYLE,0
FAMILY,3
BUSINESS,8
AUTO_AND_VEHICLES,4
MEDICAL,87
FAMILY,6
PHOTOGRAPHY,0
SOCIAL,4
FAMILY,0
FAMILY,1
AUTO_AND_VEHICLES,1
PHOTOGRAPHY,0
VIDEO_PLAYERS,0
FOOD_AND_DRINK,0
FAMILY,16
TOOLS,1
SPORTS,7
VIDEO_PLAYERS,8
FAMILY,3
TOOLS,4
SPORTS,6
TRAVEL_AND_LOCAL,3
BUSINESS,6
TOOLS,0
NEWS_AND_MAGAZINES,0
TRAVEL_AND_LOCAL,1
HEALTH_AND_FITNESS,10
NEWS_AND_MAGAZINES,2
FAMILY,1
NEWS_AND_MAGAZINES,1
FOOD_AND_DRINK,1
FAMILY,7
NEWS_AND_MAGAZINES,2
TOOLS,6
SPORTS,0
AUTO_AND_VEHICLES,27
FAMILY,0
FINANCE,0
FAMILY,2
TRAVEL_AND_LOCAL,0
FINANCE,7
SOCIAL,24
LIFESTYLE,2
HEALTH_AND_FITNESS,0
LIFESTYLE,0
LIFESTYLE,0
TRAVEL_AND_LOCAL,13
TRAVEL_AND_LOCAL,19
SOCIAL,0
GAME,3
FAMILY,3
FOOD_AND_DRINK,3
FOOD_AND_DRINK,3
BUSINESS,3
FINANCE,2
GAME,0
GAME,12
PRODUCTIVITY,0
PRODUCTIVITY,0
GAME,17
FAMILY,13
HEALTH_AND_FITNESS,38
BEAUTY,1
GAME,1
FAMILY,1
COMMUNICATION,0
GAME,0
FAMILY,3
SHOPPING,55
SOCIAL,2
GAME,3
LIFESTYLE,0
FAMILY,0
BUSINESS,3
GAME,17
BUSINESS,3
BUSINESS,1
FAMILY,4
LIFESTYLE,1
FAMILY,13
BUSINESS,1
PERSONALIZATION,1
TOOLS,4
FOOD_AND_DRINK,41
TOOLS,6
PRODUCTIVITY,0
BUSINESS,0
BUSINESS,8
FINANCE,1
EVENTS,1
FINANCE,4
COMMUNICATION,0
FAMILY,4
SHOPPING,21
PHOTOGRAPHY,4
TOOLS,1
TOOLS,15
BUSINESS,0
PERSONALIZATION,18
PHOTOGRAPHY,4
MEDICAL,1
FINANCE,3
HEALTH_AND_FITNESS,0
GAME,21
COMMUNICATION,0
GAME,3
FINANCE,2
TOOLS,33
BUSINESS,13
FAMILY,1
TOOLS,83
SOCIAL,1
BOOKS_AND_REFERENCE,2
AUTO_AND_VEHICLES,2
SOCIAL,0
SHOPPING,0
FINANCE,6
MEDICAL,3
SHOPPING,1
FOOD_AND_DRINK,0
FINANCE,6
PRODUCTIVITY,2
SPORTS,7
FAMILY,0
HEALTH_AND_FITNESS,3
PRODUCTIVITY,7
MEDICAL,1
BOOKS_AND_REFERENCE,0
PRODUCTIVITY,2
TOOLS,1
GAME,59
LIFESTYLE,0
BEAUTY,2
TOOLS,11
SPORTS,4
BUSINESS,2
PRODUCTIVITY,0
BUSINESS,0
PRODUCTIVITY,2
PRODUCTIVITY,0
GAME,1
FAMILY,3
FAMILY,2
LIBRARIES_AND_DEMO,4
HEALTH_AND_FITNESS,0
MEDICAL,30
LIFESTYLE,3
HEALTH_AND_FITNESS,1
BUSINESS,0
SHOPPING,0
MEDICAL,1
TOOLS,0
EVENTS,0
TOOLS,18
HOUSE_AND_HOME,0
TRAVEL_AND_LOCAL,7
NEWS_AND_MAGAZINES,2
BUSINESS,0
TOOLS,2
FOOD_AND_DRINK,2
LIFESTYLE,0
FOOD_AND_DRINK,3
FOOD_AND_DRINK,0
FOOD_AND_DRINK,0
SHOPPING,0
FOOD_AND_DRINK,1
FAMILY,0
FOOD_AND_DRINK,0
SHOPPING,0
FAMILY,1
SOCIAL,29
FAMILY,4
PRODUCTIVITY,0
BUSINESS,0
FAMILY,0
BUSINESS,43
GAME,7
BUSINESS,30
FAMILY,0
FAMILY,1
PERSONALIZATION,0
FAMILY,15
COMMUNICATION,1
FAMILY,5
TOOLS,3
FAMILY,1
GAME,3
FAMILY,4
GAME,0
COMMUNICATION,10
NEWS_AND_MAGAZINES,10
MAPS_AND_NAVIGATION,6
TOOLS,9
TOOLS,0
FAMILY,0
BUSINESS,0
TOOLS,0
BUSINESS,12
FAMILY,2
BUSINESS,14
TOOLS,4
TOOLS,0
LIBRARIES_AND_DEMO,3
TOOLS,0
BUSINESS,16
FAMILY,0
TOOLS,3
SPORTS,3
TOOLS,0
FAMILY,7
TRAVEL_AND_LOCAL,0
FAMILY,1
TRAVEL_AND_LOCAL,3
TRAVEL_AND_LOCAL,0
FAMILY,38
LIFESTYLE,0
BEAUTY,1
FAMILY,8
GAME,1
GAME,0
SPORTS,4
GAME,4
BUSINESS,28
BOOKS_AND_REFERENCE,3
GAME,2
BOOKS_AND_REFERENCE,23
GAME,0
FAMILY,3
BOOKS_AND_REFERENCE,0
LIFESTYLE,14
PRODUCTIVITY,3
HEALTH_AND_FITNESS,1
HEALTH_AND_FITNESS,1
MEDICAL,0
SHOPPING,5
BUSINESS,0
FAMILY,8
TRAVEL_AND_LOCAL,0
HEALTH_AND_FITNESS,2
BUSINESS,10
MEDICAL,0
SPORTS,0
SHOPPING,6
BUSINESS,9
MAPS_AND_NAVIGATION,1
MAPS_AND_NAVIGATION,8
LIFESTYLE,1
MEDICAL,0
BUSINESS,2
TRAVEL_AND_LOCAL,0
BUSINESS,17
BUSINESS,0
SPORTS,3
BUSINESS,0
BUSINESS,0
BUSINESS,0
HEALTH_AND_FITNESS,0
BOOKS_AND_REFERENCE,2
TOOLS,0
EVENTS,16
BOOKS_AND_REFERENCE,0
PHOTOGRAPHY,2
PRODUCTIVITY,0
PRODUCTIVITY,0
PERSONALIZATION,4
PERSONALIZATION,4
PRODUCTIVITY,7
GAME,1
FAMILY,1
SPORTS,4
BUSINESS,1
PRODUCTIVITY,2
FAMILY,0
FINANCE,3
FINANCE,21
VIDEO_PLAYERS,0
BUSINESS,3
FINANCE,2
FINANCE,4
TOOLS,1
FAMILY,0
HEALTH_AND_FITNESS,0
TOOLS,5
GAME,3
FINANCE,5
MEDICAL,2
FAMILY,1
SOCIAL,8
SHOPPING,4
GAME,15
PERSONALIZATION,0
NEWS_AND_MAGAZINES,0
SHOPPING,1
PRODUCTIVITY,5
NEWS_AND_MAGAZINES,4
FAMILY,75
GAME,20
GAME,14
GAME,0
TOOLS,3
BUSINESS,0
FAMILY,1
BUSINESS,16
BUSINESS,0
PRODUCTIVITY,5
LIFESTYLE,12
PRODUCTIVITY,0
TOOLS,5
TOOLS,30
HEALTH_AND_FITNESS,0
SHOPPING,19
LIFESTYLE,3
HEALTH_AND_FITNESS,0
HEALTH_AND_FITNESS,1
HOUSE_AND_HOME,0
PHOTOGRAPHY,13
PHOTOGRAPHY,26
FAMILY,1
BUSINESS,3
HEALTH_AND_FITNESS,5
FAMILY,2
TOOLS,1
FAMILY,7
FINANCE,1
FAMILY,1
SPORTS,1
BUSINESS,0
COMMUNICATION,5
FINANCE,3
TOOLS,14
SOCIAL,5
TOOLS,11
PRODUCTIVITY,5
LIFESTYLE,5
BUSINESS,1
NEWS_AND_MAGAZINES,6
BUSINESS,2
NEWS_AND_MAGAZINES,1
LIFESTYLE,8
LIFESTYLE,0
FAMILY,10
TOOLS,2
FAMILY,2
LIFESTYLE,0
FAMILY,17
FAMILY,8
SPORTS,6
LIBRARIES_AND_DEMO,1
LIFESTYLE,5
TRAVEL_AND_LOCAL,0
MAPS_AND_NAVIGATION,12
TOOLS,0
TRAVEL_AND_LOCAL,0
AUTO_AND_VEHICLES,21
NEWS_AND_MAGAZINES,0
NEWS_AND_MAGAZINES,2
SPORTS,1
MEDICAL,1
BUSINESS,0
TOOLS,3
BUSINESS,0
FINANCE,1
FAMILY,1
FAMILY,1
FAMILY,7
BUSINESS,0
BUSINESS,2
FAMILY,0
FAMILY,10
LIBRARIES_AND_DEMO,0
LIFESTYLE,1
TOOLS,0
MEDICAL,0
NEWS_AND_MAGAZINES,2
PRODUCTIVITY,0
PRODUCTIVITY,0
LIFESTYLE,0
LIFESTYLE,0
BUSINESS,0
FAMILY,4
LIFESTYLE,5
LIFESTYLE,7
PERSONALIZATION,2
COMMUNICATION,5
FINANCE,11
LIFESTYLE,0
TOOLS,5
FINANCE,4
PERSONALIZATION,2
LIFESTYLE,2
MEDICAL,0
PERSONALIZATION,1
PERSONALIZATION,0
FINANCE,2
PERSONALIZATION,3
HEALTH_AND_FITNESS,0
HEALTH_AND_FITNESS,4
LIFESTYLE,2
HEALTH_AND_FITNESS,6
LIFESTYLE,4
SPORTS,19
HEALTH_AND_FITNESS,4
FAMILY,1
HEALTH_AND_FITNESS,0
LIFESTYLE,2
SPORTS,10
HEALTH_AND_FITNESS,0
SPORTS,9
SPORTS,4
HEALTH_AND_FITNESS,12
HEALTH_AND_FITNESS,12
PHOTOGRAPHY,1
PRODUCTIVITY,2
SPORTS,2
FAMILY,11
FAMILY,8
TOOLS,0
TOOLS,6
FAMILY,2
FAMILY,0
FAMILY,4
PRODUCTIVITY,0
FAMILY,1
NEWS_AND_MAGAZINES,0
TOOLS,0
FAMILY,8
FAMILY,8
FAMILY,0
WEATHER,15
SPORTS,0
LIFESTYLE,10
FAMILY,0
BOOKS_AND_REFERENCE,0
FAMILY,10
TOOLS,7
TOOLS,0
BUSINESS,1
PRODUCTIVITY,20
LIBRARIES_AND_DEMO,0
PERSONALIZATION,1
FAMILY,1
LIFESTYLE,0
FINANCE,0
PRODUCTIVITY,1
HEALTH_AND_FITNESS,0
BUSINESS,0
PRODUCTIVITY,4
BUSINESS,2
BUSINESS,1
PRODUCTIVITY,0
VIDEO_PLAYERS,0
FINANCE,4
BUSINESS,0
TOOLS,9
GAME,11
PRODUCTIVITY,0
NEWS_AND_MAGAZINES,2
SOCIAL,7
VIDEO_PLAYERS,3
PRODUCTIVITY,5
COMMUNICATION,5
COMMUNICATION,5
BUSINESS,0
HEALTH_AND_FITNESS,5
SOCIAL,0
TRAVEL_AND_LOCAL,6
PRODUCTIVITY,4
FAMILY,0
FAMILY,3
BUSINESS,1
FOOD_AND_DRINK,0
BUSINESS,0
FAMILY,0
BEAUTY,0
PERSONALIZATION,8
GAME,8
GAME,8
SHOPPING,10
HEALTH_AND_FITNESS,0
GAME,3
HEALTH_AND_FITNESS,3
FAMILY,1
FAMILY,3
HEALTH_AND_FITNESS,3
COMMUNICATION,0
LIFESTYLE,0
HEALTH_AND_FITNESS,0
FAMILY,0
PERSONALIZATION,7
PERSONALIZATION,3
COMMUNICATION,4
PERSONALIZATION,1
TOOLS,36
PERSONALIZATION,0
PERSONALIZATION,0
MEDICAL,19
FAMILY,4
HEALTH_AND_FITNESS,2
TOOLS,1
TOOLS,1
LIFESTYLE,0
PERSONALIZATION,2
LIFESTYLE,2
HEALTH_AND_FITNESS,3
MEDICAL,6
TOOLS,8
PERSONALIZATION,12
TOOLS,0
FAMILY,1
FAMILY,9
LIFESTYLE,0
PARENTING,23
LIFESTYLE,12
FAMILY,0
FAMILY,7
FAMILY,1
PRODUCTIVITY,0
FAMILY,13
PERSONALIZATION,1
FAMILY,4
BUSINESS,4
GAME,5
BUSINESS,3
FAMILY,5
FAMILY,7
TOOLS,1
FAMILY,124
FAMILY,8
LIFESTYLE,2
SOCIAL,0
TOOLS,37
TOOLS,0
COMMUNICATION,3
BOOKS_AND_REFERENCE,8
FINANCE,0
GAME,4
BUSINESS,0
TOOLS,1
BUSINESS,2
TRAVEL_AND_LOCAL,0
PRODUCTIVITY,0
PRODUCTIVITY,0
COMMUNICATION,10
TOOLS,0
BOOKS_AND_REFERENCE,0
BUSINESS,0
SPORTS,17
PRODUCTIVITY,8
BUSINESS,0
FAMILY,4
FAMILY,13
TOOLS,82
TOOLS,55
FAMILY,16
TOOLS,4
AUTO_AND_VEHICLES,1
SPORTS,7
MAPS_AND_NAVIGATION,3
FAMILY,7
HEALTH_AND_FITNESS,5
AUTO_AND_VEHICLES,12
TOOLS,6
BUSINESS,1
PERSONALIZATION,26
BUSINESS,5
FAMILY,7
FAMILY,16
BOOKS_AND_REFERENCE,1
MEDICAL,2
MEDICAL,2
FAMILY,3
MEDICAL,2
FAMILY,1
MEDICAL,0
TOOLS,4
MEDICAL,10
GAME,19
PRODUCTIVITY,2
MEDICAL,0
MEDICAL,2
FINANCE,1
MEDICAL,3
MEDICAL,2
MEDICAL,12
MEDICAL,0
FINANCE,4
COMMUNICATION,6
FAMILY,0
COMMUNICATION,10
COMMUNICATION,14
FAMILY,5
COMMUNICATION,9
COMMUNICATION,12
COMMUNICATION,3
FAMILY,0
LIFESTYLE,2
FAMILY,3
COMMUNICATION,2
FAMILY,12
TOOLS,1
COMMUNICATION,0
FAMILY,1
FAMILY,0
BUSINESS,10
FAMILY,11
FAMILY,4
LIFESTYLE,6
BUSINESS,0
FAMILY,2
PRODUCTIVITY,3
GAME,4
PERSONALIZATION,3
TOOLS,12
FAMILY,0
BUSINESS,1
PRODUCTIVITY,0
COMMUNICATION,0
LIFESTYLE,1
VIDEO_PLAYERS,2
PRODUCTIVITY,1
BUSINESS,0
BUSINESS,0
BUSINESS,1
BUSINESS,0
FAMILY,17
NEWS_AND_MAGAZINES,27
PERSONALIZATION,1
TOOLS,1
COMMUNICATION,4
COMMUNICATION,4
NEWS_AND_MAGAZINES,3
MEDICAL,2
FINANCE,30
LIFESTYLE,2
FAMILY,0
NEWS_AND_MAGAZINES,0
SHOPPING,3
BUSINESS,0
NEWS_AND_MAGAZINES,17
BUSINESS,0
HEALTH_AND_FITNESS,0
BOOKS_AND_REFERENCE,0
BOOKS_AND_REFERENCE,0
BOOKS_AND_REFERENCE,2
BOOKS_AND_REFERENCE,0
BOOKS_AND_REFERENCE,1
BOOKS_AND_REFERENCE,1
BOOKS_AND_REFERENCE,2
COMMUNICATION,0
BOOKS_AND_REFERENCE,0
BOOKS_AND_REFERENCE,0
PERSONALIZATION,0
PHOTOGRAPHY,7
TOOLS,2
BOOKS_AND_REFERENCE,4
BOOKS_AND_REFERENCE,0
FAMILY,14
PRODUCTIVITY,6
TOOLS,0
PRODUCTIVITY,19
TOOLS,9
TOOLS,7
TRAVEL_AND_LOCAL,4
TOOLS,0
LIFESTYLE,5
BOOKS_AND_REFERENCE,0
BUSINESS,5
PHOTOGRAPHY,1
PHOTOGRAPHY,0
TOOLS,0
FAMILY,3
GAME,11
FAMILY,22
COMICS,1
FAMILY,1
PHOTOGRAPHY,3
TRAVEL_AND_LOCAL,0
LIFESTYLE,1
GAME,1
MAPS_AND_NAVIGATION,9
SPORTS,1
PHOTOGRAPHY,1
SOCIAL,7
TOOLS,2
BUSINESS,2
SPORTS,29
PARENTING,1
PRODUCTIVITY,17
BUSINESS,0
TOOLS,9
FAMILY,5
TOOLS,0
BUSINESS,0
TOOLS,2
PRODUCTIVITY,1
PRODUCTIVITY,0
TOOLS,0
TOOLS,2
NEWS_AND_MAGAZINES,2
BUSINESS,0
LIFESTYLE,0
EVENTS,0
COMMUNICATION,12
PRODUCTIVITY,6
BUSINESS,5
FAMILY,10
VIDEO_PLAYERS,12
BUSINESS,3
TOOLS,1
HEALTH_AND_FITNESS,6
COMMUNICATION,0
SHOPPING,2
PRODUCTIVITY,8
FINANCE,4
LIFESTYLE,0
HEALTH_AND_FITNESS,1
SHOPPING,1
BUSINESS,1
NEWS_AND_MAGAZINES,3
FAMILY,1
LIFESTYLE,0
BUSINESS,3
BUSINESS,9
PERSONALIZATION,0
FAMILY,21
FAMILY,2
FAMILY,5
PERSONALIZATION,0
COMMUNICATION,1
LIFESTYLE,0
SOCIAL,65
COMMUNICATION,0
BEAUTY,8
LIFESTYLE,1
SOCIAL,3
LIFESTYLE,0
LIFESTYLE,0
PRODUCTIVITY,2
COMMUNICATION,0
SOCIAL,6
TOOLS,0
NEWS_AND_MAGAZINES,0
PHOTOGRAPHY,2
MAPS_AND_NAVIGATION,10
FAMILY,5
FAMILY,3
FINANCE,0
SHOPPING,3
TOOLS,4
TOOLS,0
PRODUCTIVITY,0
SOCIAL,0
GAME,0
BUSINESS,1
FAMILY,3
FAMILY,0
NEWS_AND_MAGAZINES,18
BUSINESS,0
SOCIAL,20
PRODUCTIVITY,4
FAMILY,1
BUSINESS,0
BUSINESS,1
BUSINESS,0
BOOKS_AND_REFERENCE,7
FINANCE,12
BUSINESS,4
FINANCE,0
FAMILY,0
FAMILY,0
NEWS_AND_MAGAZINES,0
BUSINESS,0
NEWS_AND_MAGAZINES,0
FAMILY,1
FOOD_AND_DRINK,42
BUSINESS,3
TOOLS,0
PERSONALIZATION,1
FAMILY,54
GAME,18
TOOLS,2
BUSINESS,21
FAMILY,15
PRODUCTIVITY,3
TOOLS,5
HEALTH_AND_FITNESS,0
FAMILY,1
BUSINESS,3
BUSINESS,2
BUSINESS,0
FAMILY,9
BUSINESS,2
FAMILY,5
PHOTOGRAPHY,1
BUSINESS,1
LIFESTYLE,0
PRODUCTIVITY,9
FAMILY,2
BUSINESS,2
TOOLS,10
FAMILY,3
AUTO_AND_VEHICLES,4
MEDICAL,1
SHOPPING,1
BUSINESS,0
ART_AND_DESIGN,0
HEALTH_AND_FITNESS,0
BUSINESS,6
HEALTH_AND_FITNESS,18
TOOLS,1
PRODUCTIVITY,0
SHOPPING,0
SPORTS,27
SPORTS,24
ART_AND_DESIGN,1
PHOTOGRAPHY,1
MAPS_AND_NAVIGATION,10
PHOTOGRAPHY,3
FAMILY,1
SOCIAL,6
TOOLS,0
LIFESTYLE,5
PHOTOGRAPHY,2
TOOLS,2
PRODUCTIVITY,1
NEWS_AND_MAGAZINES,0
NEWS_AND_MAGAZINES,1
BUSINESS,6
BUSINESS,1
BUSINESS,6
BUSINESS,0
TOOLS,9
PERSONALIZATION,13
PERSONALIZATION,1
TOOLS,0
HEALTH_AND_FITNESS,0
TOOLS,7
PERSONALIZATION,1
LIFESTYLE,2
HEALTH_AND_FITNESS,0
TOOLS,0
FAMILY,7
FAMILY,16
SPORTS,28
FAMILY,2
GAME,4
FAMILY,1
MEDICAL,6
GAME,4
PERSONALIZATION,5
COMMUNICATION,0
TOOLS,5
FAMILY,13
HEALTH_AND_FITNESS,6
FAMILY,5
MEDICAL,8
LIFESTYLE,9
FAMILY,3
FAMILY,37
HEALTH_AND_FITNESS,0
LIFESTYLE,1
TRAVEL_AND_LOCAL,8
BUSINESS,2
PHOTOGRAPHY,1
FAMILY,4
FAMILY,8
FAMILY,14
FINANCE,0
FINANCE,0
GAME,6
SOCIAL,3
HEALTH_AND_FITNESS,2
COMMUNICATION,8
GAME,17
FAMILY,16
SHOPPING,16
TOOLS,1
SOCIAL,0
PRODUCTIVITY,0
FAMILY,0
FAMILY,33
PHOTOGRAPHY,1
BUSINESS,6
BUSINESS,0
BUSINESS,4
PRODUCTIVITY,9
FAMILY,0
SOCIAL,3
BUSINESS,0
EVENTS,2
LIFESTYLE,0
BEAUTY,1
BOOKS_AND_REFERENCE,0
HEALTH_AND_FITNESS,0
TRAVEL_AND_LOCAL,0
BUSINESS,1
TOOLS,20
BUSINESS,0
PRODUCTIVITY,3
LIFESTYLE,0
VIDEO_PLAYERS,2
